"If this checkbox is checked, paid amount will be splitted and allocated as per the amounts in payment schedule against each payment term",Om vald delas betalt belopp och fördelas enligt belopp i betalning schema mot varje betalning villkor,
If this is checked subsequent new invoices will be created on calendar  month and quarter start dates irrespective of current invoice start date,"Om vald kommer efterföljande nya fakturor att skapas under kalendermånad och kvartals start datum, oavsett aktuell faktura start datum",
If this is unchecked Journal Entries will be saved in a Draft state and will have to be submitted manually,Om inte vald sparas journal poster som utkast och måste godkänas manuellt,
"If this is unchecked, direct GL entries will be created to book deferred revenue or expense",Om inte vald skapas Bokföring Register Poster för att bokföra uppskjuten Intäkt eller Kostnad,
"If this item has variants, then it cannot be selected in sales orders etc.","Om artikel har varianter, kan den inte väljas i Försäljning Order osv.",
"If yes, then this warehouse will be used to store rejected materials","Om ja, kommer detta lager att användas för att lagra avvisat material",
"If you need to reconcile particular transactions against each other, then please select accordingly. If not, all the transactions will be allocated in FIFO order.","Om man behöver stämma av specifika transaktioner mot varandra, välj därefter. Om inte, kommer alla transaktioner att tilldelas i FIFO ordning.",
"If your CSV uses a different delimiter, add that character here, ensuring no spaces or additional characters are included.","Om CSV använder en annan avgränsare, lägg till det tecknet här, se till att inga mellanslag eller ytterligare tecken inkluderas.",
Ignore,Ignorera,
Ignore Account Closing Balance,Ignorera Konto Stängning Saldo,
Ignore Default Payment Terms Template,Ignorera Standard Betalning Villkor Mall ,
Ignore Employee Time Overlap,Ignorera Personal Tid Överlappning,
Ignore Exchange Rate Revaluation and Gain / Loss Journals,Ignorera Valutakurs omvärdering och Resultat Journaler,
Ignore Is Opening check for reporting,Ignorera Öppning Kontroll för rapportering,
Ignore Pricing Rule,Ignorera Pris Regel,
Ignore System Generated Credit / Debit Notes,Ignorera System Skapade Kredit / Debet Fakturor,
Ignore User Time Overlap,Ignorera Användar Tid Överlappning,
Ignore Voucher Type filter and Select Vouchers Manually,Ignorera Verifikat Typ filter och Välj Verifikat Manuellt,
Ignore Workstation Time Overlap,Ignorera Arbetsplats Tid Överlappning,
Ignores legacy Is Opening field in GL Entry that allows adding opening balance post the system is in use while generating reports,Ignorerar gammal 'Är Öppning' fält i Bokföring Post som gör det möjligt att lägga till Öppning Saldo Post efter att system används vid skapande av rapporter,
Image,Bild,
Image View,Bild Vy,
Import Chart of Accounts from a csv file,Importera Kontoplan från CSV fil,
Import File,Importera Fil,
Import File Errors and Warnings,Importera Fil Fel och Varningar,
Import Invoices,Importera Fakturor,
Import Log,Importera Logg,
Import Log Preview,Importera Logg Förhandsvisning,
Import MT940 Fromat,Importera MT940 Fromat,
Import Preview,Importera Förhandsvisning,
Import Supplier Invoice,Importera Leverantör Faktura,
Import Type,Import Typ,
Import Warnings,Import Varningar,
Import from Google Sheets,Importera från Google Sheets,
In Days,I Dagar,
In House,Intern,
In Maintenance,Under Service,
In Mins,I Minuter,
In Minutes,I Minuter,
In Percentage,I Procent,
In Process,Pågående,
In Progress,Pågående,
In Transit,I Transit,
In Words,I Ord,
In Words (Company Currency),I Ord (Bolag Valuta),
In Words (Export) will be visible once you save the Delivery Note.,I Ord (Export) kommer att vara synlig när man sparar Försäljning Följesedel.,
In Words will be visible once you save the Delivery Note.,I Ord kommer att visas vid sparande av Försäljning Följesedel.,
In Words will be visible once you save the Sales Invoice.,I Ord kommer att visas vid sparande av Försäljning Faktura.,
In Words will be visible once you save the Sales Order.,I Ord kommer att visas vid sparande av Försäljning Order.,
In mins,I Minuter,
In minutes,I Minuter,
Inactive,Inaktiv,
Inactive Customers,Inaktiva Kunder,
Inactive Sales Items,Inaktiva Försäljning Artiklar,
Inactive Status,Inaktiv Status,
Incentives,Motivation,
Include Ageing Summary,Inkludera Åldring Översikt,
Include Exploded Items,Inkludera Utvidgade Artiklar,
Include Item In Manufacturing,Inkludera Artikel i Produktion,
Include Non Stock Items,Inkludera Ej Lager Artiklar,
Include POS Transactions,Inkludera Kassa Transaktioner,
Include Payment (POS),Inkludera Betalning (Kassa),
Include Reconciled Entries,Inkludera Avstämda Poster,
Include Safety Stock in Required Qty Calculation,Inkludera Säkerhet Lager i Begärd Kvantitet Beräkning,
Include Subcontracted Items,Inkludera Underleverantör Artiklar,
Include in Charts,Inkludera i Diagram,
Include in gross,Inkludera i Brutto,
Included Fee,Inkluderad Avgift,
Including items for sub assemblies,Inklusive artiklar för underenhet,
Income,Intäkt,
Income Account,Intäkt Konto,
Incoming,Inkommande,
Incoming Call Handling Schedule,Inkommande Samtalshantering Schema,
Incoming Call Settings,Inkommande Samtal Inställningar,
Incoming Rate,Inköp Pris,
Incoming Rate (Costing),Inköp Pris (Beräknad),
Incorrect Balance Qty After Transaction,Felaktig Saldo Kvantitet Efter Transaktion,
Incorrect Serial No Valuation,Felaktig Serie Nummer Värdering,
Incorrect Serial and Batch Bundle,Felaktig Serie och Parti Paket,
Incorrect Stock Value Report,Felaktig Lager Värde Rapport,
Incoterm,Incoterm,
Increase In Asset Life (Months),Ökning av Tillgång Livslängd (Månader),
Increase In Asset Life(Months),Utökning av Tillgång Livslängd (Månader),
Increment,Påslag,
Indent,Rekvisition,
Indent Level,Indragsnivå,
"Indentation level: 0 = Main heading, 1 = Sub-category, 2 = Individual accounts, etc.","Indragningsnivå: 0 = Huvudrubrik, 1 = Underkategori, 2 = Enskilda konton, etc.",
Indicates that the package is a part of this delivery (Only Draft),Anger att Förpackning är del av Leverans (Endast Utkast),
Indicator Color,Indikator Färg,
Indirect Expense,Indirekt Kostnad,
Indirect Income,Indirekt Intäkt,
Individual,Privat,
Industry,Industri,
Industry Type,Industri Typ,
Initial Email Notification Sent,Inledande E-post Avisering Skickad,
Initialize Summary Table,Initiera Översikt Tabell,
Initiated,Initierad,
Insert New Records,Infoga Nya Poster,
Inspected By,Kontrollerad Av,
Inspection Required,Kontroll Erfordras,
Inspection Required before Delivery,Kontroll Erfordras före Leverans,
Inspection Required before Purchase,Kontroll Erfordras före Inköp,
Inspection Type,Kontroll Typ,
Installation Date,Installation Datum,
Installation Note,Installation Avisering,
Installation Note Item,Installation Avisering Post,
Installation Status,Installation Status,
Installation Time,Installation Tid,
Installed Qty,Installerad Kvantitet,
Instruction,Instruktion,
Instructions,Instruktioner,
Insurance,Försäkring,
Insurance Company,Försäkring Bolag,
Insurance Details,Försäkring Detaljer,
Insurance End Date,Försäkring Slut Datum,
Insurance Start Date,Försäkring Start Datum,
Insured value,Försäkrad Värde,
Insurer,Försäkring Bolag,
Int,Heltal,
Integration Details,Synkronisering Detaljer,
Integration ID,Integration ID,
Inter Company Invoice Reference,Inter Bolag Faktura Referens,
Inter Company Journal Entry,Inter Bolag Journal Post,
Inter Company Journal Entry Reference,Inter Bolag Journal Post Referens,
Inter Company Order Reference,Inter Bolag Order Referens,
Inter Company Reference,Inter Bolag Referens,
Inter Transfer Reference,Intern Överföring Referens,
Interest,Ränta,
Interested,Intresserad,
Internal Transfer,Intern Överföring,
Internal Work History,Intern Arbetsliv Erfarenhet,
Interval should be between 1 to 59 MInutes,Intervall ska vara mellan 1 och 59 minuter,
Introduction,Introduktion,
Invalid Ledger Entries,Ogiltiga Register Poster,
Inventory,Lager,
Inventory Account Currency,Lager Konto Valuta,
Inventory Dimension,Lager Dimension,
Inventory Dimension key,Lager Dimension Nyckel,
Inventory Settings,Lager Inställningar,
Invoice,Faktura,
Invoice Cancellation,Faktura Annullering,
Invoice Date,Faktura Datum,
Invoice Discounting,Faktura Rabatt,
Invoice Limit,Faktura Gräns,
Invoice Number,Faktura Nummer,
Invoice Portion,Faktura Andel,
Invoice Portion (%),Faktura Andel (%),
Invoice Series,Faktura Namngivning Serie,
Invoice Type,Faktura Typ,
Invoice Type Created via POS Screen,Faktura Typ skapad via Kassa,
Invoice and Billing,Faktura & Fakturering,
Invoices,Fakturor,
Invoices and Payments have been Fetched and Allocated,Fakturor och Betalningar är Hämtade och Tilldelade,
Invoicing Features,Fakturering Funktioner,
Inward,Intern,
Is Account Payable,Är Skuld Konto,
Is Active,Är Aktiv,
Is Additional Item,Är Tilläggs Artikel,
Is Additional Transfer Entry,Är Extra Överföring Post,
Is Adjustment Entry,Är Justering Post,
Is Advance,Är Förskott,
Is Alternative,Är Alternativ,
Is Billable,Är Fakturerbar,
Is Cancelled,Är Annullerad,
Is Cash or Non Trade Discount,Är Kontant eller Ej Försäljning Rabatt,
Is Company,Är Bolag,
Is Company Account,Är Bolag Konto,
Is Consolidated,Är Konsoliderad,
Is Container,Är Kontainer,
Is Corrective Job Card,Är Korrigerande Jobbkort,
Is Corrective Operation,Är Korrigerande Åtgärd,
Is Cumulative,Är Kumulativ,
Is Customer Provided Item,Är Kund Försedd Artikel,
Is Default,Är Standard,
Is Default Account,Är Standard Konto,
Is Default Language,Är Standard Språk,
Is Discounted,Är Rabatterad,
Is Exchange Gain / Loss?,Är Valutaväxling Resultat?,
Is Expandable,Är Utvidningsbar,
Is Final Finished Good,Är Färdig Klar Artikel,
Is Finished Item,Är Färdig Artikel,
Is Fixed Asset,Är Fast Tillgång,
Is Free Item,Är Gratis Artikel,
Is Frozen,Är Låst,
Is Fully Depreciated,Är Helt Avskriven,
Is Group,Är Grupp,
Is Group Warehouse,Är Grupp Lager,
Is Half Day,Är Halvdag,
Is Internal Customer,Är Intern Kund,
Is Internal Supplier,Är Intern Leverantör,
Is Mandatory,Är Erfordrad,
Is Milestone,Är Milstolpe,
Is Old Subcontracting Flow,Är Gammal Underleverantör Flöde,
Is Opening,Är Öppning,
Is Opening Entry,Är Öppning Post,
Is Outward,Är Extern,
Is Packed,Är Paketerad,
Is Paid,Är Betald,
Is Paused,Är Pausad,
Is Period Closing Voucher Entry,Är Period Stängning Verifikat Post,
Is Phantom BOM,Är Fantom Stycklista,
Is Phantom Item,Är Fantom Artikel,
Is Purchase Order Required for Purchase Invoice & Receipt Creation?,Erfordras Inköp Order för Inköp Faktura och Inköp Följesedel?,
Is Purchase Receipt Required for Purchase Invoice Creation?,Erfordras Inköp Följesedel för att skapa Inköp Faktura?,
Is Rate Adjustment Entry (Debit Note),Är Pris Justering Post (Debet Faktura),
Is Recursive,Är Rekursiv,
Is Rejected,Är Avvisad,
Is Rejected Warehouse,Är Avvisad Lager,
Is Return,Är Retur,
Is Return (Credit Note),Är Retur (Kredit Faktura),
Is Return (Debit Note),Är Retur (Debet Faktura),
Is Short/Long Year,Är Kort/Långt År,
Is Standard,Är Standard,
Is Stock Item,Är Lager Artikel,
Is Sub Assembly Item,Är Underenhet Artikel,
Is Subcontracted,Är Underkontrakterad,
Is Subcontracted Item,Är Underleverantör Artikel,
Is System Generated,Är System Skapad,
Is Tax Withholding Account,Är Moms Avdrag Konto,
Is Template,Är Mall,
Is Transporter,Är Leverantör,
Is a Subscription,Är Prenumeration,
Is created using POS,Skapas med Kassa,
Is this Tax included in Basic Rate?,Är Moms inkluderad i Bas Pris?,
Issue,Ärende,
Issue Analytics,Ärende Analys,
Issue Credit Note,Skapa Kredit Faktura,
Issue Date,Utfärdande Datum,
Issue Priority,Ärende Prioritet,
Issue Split From,Ärende Delad Från,
Issue Summary,Ärende Översikt,
Issue Type,Ärende Typ,
Issue a debit note with 0 qty against an existing Sales Invoice,Utfärda Debet Faktura med 0 i Kvantitet mot befintlig Försäljning Faktura,
Issued,Utfärdad,
Issued Items Against Work Order,Utfärdade Artiklar mot Arbetsorder,
Issues,Ärenden,
Issuing Date,Utfärdande Datum,
Italic Text,Kursiv Text,
Italic text for subtotals or notes,Kursiv text för delsummor eller anteckningar,
Item,Artikel,
Item Alternative,Artikel Alternativ,
Item Attribute,Artikel Egenskaper,
Item Attribute Value,Artikel Egenskap Värde,
Item Attribute Values,Artikel Egenskap Värden,
Item Balance (Simple),Artikel Saldo (Enkel),
Item Barcode,Artikel Streck/QR Kod,
Item Code,Artikel Kod,
Item Customer Detail,Artikel Kund Detalj,
Item Default,Artikel Standard,
Item Defaults,Artikel Standard,
Item Description,Artikel Beskrivning,
Item Details,Artikel Detaljer ,
Item Group,Artikel Grupp,
Item Group Defaults,Artikel Grupp Inställningar,
Item Group Name,Artikel Grupp Namn,
Item Group wise Discount,Rabatt per Artikel Grupp,
Item Groups,Artikel Grupper,
Item Image (if not slideshow),Artikel Bild (om inte Bildspel),
Item Information,Artikel Information,
Item Lead Time,Artikel Ledtid,
Item Locations,Artikel Platser,
Item Manager,Artikel Ansvarig,
Item Manufacturer,Artikel Producent,
Item Name,Artikel Namn,
Item Naming By,Artikel Namngivning efter,
Item Price,Artikel Pris,
Item Price Settings,Artikel Pris Inställningar,
Item Price Stock,Lager Artikel Pris,
Item Prices,Artikel Priser,
Item Quality Inspection Parameter,Artikel Kvalitet Kontroll Parameter,
Item Reference,Artikel Referens,
Item Reorder,Artikel Ombeställning,
Item Row,Artikelrad,
Item Serial No,Artikel Serie Nummer,
Item Shortage Report,Artikel Brist Rapport,
Item Supplier,Artikel Leverantör,
Item Tax,Artikel Moms,
Item Tax Amount Included in Value,Artikel Moms Belopp inkluderad i Pris,
Item Tax Rate,Artikel Moms Sats,
Item Tax Template,Artikel Moms Mall,
Item Tax Template Detail,Artikel Moms Mall Detalj,
Item To Manufacture,Artikel att Producera,
Item Variant,Artikel Variant,
Item Variant Attribute,Artikel Variant Egenskap,
Item Variant Details,Artikel Variant Detaljer,
Item Variant Settings,Artikel Variant Inställningar,
Item Website Specification,Artikel Webbshop Specifikation,
Item Weight Details,Artikel Vikt Detaljer,
Item Wise Tax Detail,Moms Detalj per Artikel,
Item Wise Tax Details,Artikel Moms Detaljer,
Item and Warehouse,Artikel och Lager,
Item and Warranty Details,Artikel och Garanti Information,
Item operation,Artikel Åtgärd,
Item to Manufacture,Artikel att Producera,
Item-wise Price List Rate,Prislista Pris per Artikel,
Item-wise Purchase History,Inköp Historik per Artikel,
Item-wise Purchase Register,Inköp Register per Artikel,
Item-wise Sales History,Försäljning Historik per Artikel,
Item-wise Sales Register,Försäljning Register per Artikel,
Items,Artiklar,
Items To Be Requested,Inköp Artiklar,
Items to Be Repost,Artikel som ska Läggas om,
Items under this warehouse will be suggested,Artiklar under detta Lager kommer att föreslås,
Itemwise Discount,Rabatt per Artikel,
Itemwise Recommended Reorder Level,Rekommenderad Ombeställning Nivå per Artikel,
JAN,JAN,
Job Capacity,Arbetskapacitet,
Job Card,Jobbkort,
Job Card Item,Jobbkort Post,
Job Card Operation,Jobbkort Åtgärd,
Job Card Scheduled Time,Jobbkort Schemalagd Tid,
Job Card Summary,Jobbkort Översikt,
Job Card Time Log,Jobbkort Tid Logg,
Job Card and Capacity Planning,Jobbkort & Kapacitet Planering,
Job Cards,Jobbkort ,
Job Title,Jobb Benämning,
Job Worker,Jobb Ansvarig,
Job Worker Address,Jobb Ansvarig Adress,
Job Worker Address Details,Jobb Ansvarig Adress Detaljer,
Job Worker Contact,Jobb Ansvarig Kontakt,
Job Worker Currency,Jobb Ansvarig Valuta,
Job Worker Delivery Note,Jobb Ansvarig Försäljning Följesedel,
Job Worker Name,Jobb Ansvarig Namn,
Job Worker Warehouse,Jobb Ansvarig Lager,
Joining,Anställning,
Journal Entry,Journal Post,
Journal Entry Account,Journal Post Konto,
Journal Entry Template,Journal Post Mall,
Journal Entry Template Account,Journal Post Mall Konto,
Journal Entry Type,Journal Post Typ,
Journal Entry for Scrap,Journal Post för Rest Artiklar,
Journals,Journaler,
"Keep Track of Sales Campaigns. Keep track of Leads, Quotations, Sales Order etc from Campaigns to gauge Return on Investment. ","Håll koll Försäljning Kampanjer. Håll koll på Potentiella Kunder, Offerter, Försäljning Ordrar o.s.v från Kampanjer för att mäta avkastning på investering.",
Key,Nyckel,
Keyboard Shortcuts,Kort Kommando,
LIFO,LIFO,
Label,Etikett,
Landed Cost,Landad Kostnad,
Landed Cost Help,Landad Kostnad Hjälp,
Landed Cost Item,Artikel Landad Kostnad,
Landed Cost Purchase Receipt,Landad Kostnad Inköp Följesedel,
Landed Cost Report,Landad Kostnad Rapport,
Landed Cost Taxes and Charges,Landad Kostnad Moms och Avgifter,
Landed Cost Vendor Invoice,Landad Kostnad Leverantör Faktura,
Landed Cost Voucher,Landad Kostnad Verifikat,
Landed Cost Voucher Amount,Landad Kostnad Verifikat Belopp,
Landscape,Landskap,
Language,Språk,
Lapsed,Förfallen,
Last Carbon Check,Senaste CO2 Kontroll,
Last Completion Date,Senaste Utförande Datum,
Last Integration Date,Senaste Synkronisering Datum,
Last Name,Efternamn,
Last Purchase Rate,Senaste Inköp Pris,
Last Scanned Warehouse,Senast skannad Lager,
Latitude,Latitud,
Lead,Potentiell Kund,
Lead Details,Potentiell Kund Detaljer,
Lead Name,Potentiell Kund Namn,
Lead Owner,Potentiell Kund Ansvarig,
Lead Owner Efficiency,Potentiell Kund Ansvarig Effektivitet,
Lead Time,Ledtid,
Lead Time Date,Ledtid Datum,
Lead Time in days,Ledtid (Dagar),
Lead Type,Potentiell Kund Typ,
Leads,Potentiella Kunder,
Leave Encashed?,Frånvaro Uttagen?,
"Leave blank for home.
This is relative to site URL, for example ""about"" will redirect to ""https://yoursitename.com/about""","Lämna tom för Hem. Detta är relativt till webbadress, till exempel 'Om' kommer att omdirigera till 'https://yoursitename.com/about'",
Leave blank if the Supplier is blocked indefinitely,Lämna tom om Leverantör är spärrad,
Leave blank to use the standard Delivery Note format,Lämna tom att använda standard Försäljning Följesedel format,
Ledger Health,Register Status,
Ledger Health Monitor,Register Status Övervakning,
Ledger Health Monitor Company,Register Status Övervakning Bolag,
Ledger Merge,Bokgöring Register Sammanslagning,
Ledger Merge Accounts,Register Sammanslagning Konton,
Left,Vänster,
Left Child,Vänster Underordnad,
Left Index,Vänster Index,
Legacy Fields,Äldre Fält,
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,Juridisk Entitet / Dotterbolag med separat Kontoplan som tillhör Bolag.,
Length (cm),Längd (cm),
Letter Head,Brevhuvud,
Letter or Email Body Text,Brev eller E-post Text,
Letter or Email Closing Text,Brev eller E-post Avslutande Text,
Level,Nivå,
Level (BOM),Nivå (Stycklista),
Lft,Vänster,
Liability,Skuld,
License Details,Körkort Detaljer,
License Number,Körkort Nummer,
License Plate,Registrering Nummer,
Likes,Gillar,
Limit timeslot for Stock Reposting,Begränsa tid för Lager Omregistrering,
Limited to 12 characters,Begränsad till tolv tecken,
Limits don't apply on,Gräns gäller inte,
Line Reference,Rad Referens,
Line spacing for amount in words,Rad avstånd för belopp i ord,
Link,Länk,
Link Options,Länk Alternativ,
Link existing Quality Procedure.,Länka befintlig Kvalitet Procedur.,
Linked Documents,Länkade Dokument,
Linked Invoices,Länkade Fakturor,
Linked Location,Länkad Plats,
Links,Länkar,
List items that form the package.,Paket Artikel Lista,
Load All Criteria,Ladda alla Kriterier,
Loan,Lån,
Loan End Date,Lån Slut Datum,
Loan Period (Days),Lån Period (Dagar),
Loan Start Date,Lån Start Datum,
Location,Plats,
Location Details,Plats Detaljer,
Location Name,Plats Namn,
Locked,Låst,
Log Entries,Logg Poster,
Log the selling and buying rate of an Item,Logga försäljning och inköp pris för Artikel,
Logo,Logotyp,
Longitude,Longitud,
Lost,Förlorad,
Lost Opportunity,Förlorad Möjlighet,
Lost Quotation,Förlorad Försäljning Offert,
Lost Quotations,Förlorade Försäljning Offerter,
Lost Reason,Förlorad Anledning,
Lost Reason Detail,Förlorad Anledning Detalj,
Lost Reasons,Förlorad Anledningar,
Low,Låg,
Lower Deduction Certificate,Lägre Avdrag Certifikat,
Loyalty Amount,Lojalitet Belopp,
Loyalty Point Entry,Lojalitet Poäng Post,
Loyalty Point Entry Redemption,Lojalitet Poäng Inlösen Post,
Loyalty Points,Lojalitet Poäng,
Loyalty Points Redemption,Lojalitet Poäng Inlösen,
Loyalty Program,Lojalitet Program,
Loyalty Program Collection,Lojalitet Program Inlösen,
Loyalty Program Help,Lojalitet Program Hjälp,
Loyalty Program Name,Lojalitet Program Namn,
Loyalty Program Tier,Lojalitet Program Nivå,
Loyalty Program Type,Lojalitet Program Typ,
MPS,MPS,
MPS Generated,MPS Skapad,
Machine malfunction,Maskin Fel,
Machine operator errors,Operatör Fel,
Main Cost Center,Standard Resultat Enhet,
Main Item Code,Primär Artikel Kod,
Maintain Same Rate Throughout Internal Transaction,Bibehåll Samma Marginal under hela Interna Transaktionen,
Maintain Same Rate Throughout the Purchase Cycle,Bibehåll Inköp Marginal,
Maintain Stock,Lager Hantera,
Maintenance,Service,
Maintenance Date,Service Datum,
Maintenance Details,Service Detaljer,
Maintenance Manager,Service Ansvarig,
Maintenance Manager Name,Service Ansvarig Namn,
Maintenance Required,Service Erfordras,
Maintenance Role,Service Roll,
Maintenance Schedule,Service Schema,
Maintenance Schedule Detail,Service Schema Detalj,
Maintenance Schedule Item,Service Schema Post,
Maintenance Schedules,Service Schema,
Maintenance Status,Service Status,
Maintenance Task,Service Uppgift,
Maintenance Tasks,Service Uppgifter,
Maintenance Team,Service Team,
Maintenance Team Member,Service Team Medlem,
Maintenance Team Members,Service Team Personal,
Maintenance Team Name,Service Team Namn,
Maintenance Time,Service Tid,
Maintenance Type,Service Typ,
Maintenance User,Service Användare,
Maintenance Visit,Service Besök,
Maintenance Visit Purpose,Service Besök Anledning,
Major/Optional Subjects,Valfri Ämne,
Make,Märke,
Make Depreciation Entry,Skapa Avskrivning Post,
Make Difference Entry,Skapa Differens Post,
Make Payment via Journal Entry,Skapa Betalning via Journal Post,
Make Sales Invoice,Skapa Försäljning Faktura,
Make Serial No / Batch from Work Order,Skapa Serie / Parti Nummer från Arbetsorder,
Manage cost of operations,Hantera Driftkostnader,
Mandatory,Erfordras,
Mandatory Depends On,Erfordrad Beroende Av,
Mandatory For Balance Sheet,Erfordrad för Balans Rapport,
Mandatory For Profit and Loss Account,Erfodrad för Resultat Rapport,
Mandatory Section,Erfodrad Sektion,
Manual,Manuell,
Manual Inspection,Manuell Kontroll,
Manufacture,Produktion,
Manufacture against Material Request,Produktion mot Inköp Begäran,
Manufactured Qty,Producerad Kvantitet,
Manufacturer,Producent,
Manufacturer Part Number,Producent Artikel Nummer,
Manufacturers used in Items,Producenter för Artiklar,
Manufacturing,Produktion,
Manufacturing BOM,Produktion Stycklista,
Manufacturing Date,Produktion Datum,
Manufacturing Manager,Produktion Ansvarig,
Manufacturing Section,Produktion Sektion,
Manufacturing Settings,Produktion Inställningar,
Manufacturing Time,Produktion Tid,
Manufacturing Type,Produktion Typ,
Manufacturing User,Produktion Användare,
Margin,Marginal,
Margin Money,Marginal Belopp,
Margin Rate or Amount,Marginal Sats eller Belopp,
Margin Type,Marginal Typ,
Marital Status,Civilstånd,
Market Segment,Marknad Segment,
Married,Gift,
Mask,Mask,
Master Production Schedule,Huvud Produktion Schema,
Master Production Schedule Item,Huvud Produktion Schema Artikel,
Material Consumption for Manufacture,Material Förbrukning för Produktion,
Material Issue,Material Ärende,
Material Receipt,Material Kvitto,
Material Request,Material Begäran,
Material Request Date,Material Begäran Datum,
Material Request Detail,Material Begäran Detalj,
Material Request Item,Material Begäran Artikel,
Material Request Plan Item,Material Begäran Plan Artikel,
Material Request Type,Material Begäran Typ,
Material Request used to make this Stock Entry,Material Begäran användes för att skapa detta Lager Post,
Material Requested,Material Begärd,
Material Requests,Material Begäran,
Material Requests for which Supplier Quotations are not created,Material Begäran för vilka Leverantör Offerter inte är skapade,
Material Requirements Planning Report,Material Behov Planering Rapport,
Material Transfer,Material Överföring,
Material Transfer for Manufacture,Material Överföring för Produktion,
Material Transferred,Material Överförd,
Material Transferred for Manufacture,Material Överförd för Produktion,
Material Transferred for Manufacturing,Material Överförd för Produktion,
Material Transferred for Subcontract,Material Överförd för Underleverantör,
Max Amount,Maximum Belopp,
Max Amt,Maximum Belopp,
Max Discount (%),Maximum Rabatt (%),
Max Grade,Maximum Betyg,
Max Producible Qty,Max Producerbart Kvantitet,
Max Qty,Maximum Kvantitet,
Max Qty (As Per Stock UOM),Maximum Kvantitet (per Lager Enhet),
Max Sample Quantity,Maximum Prov Kvantitet,
Max Score,Maximum Resultat,
Maximum Invoice Amount,Maximum Faktura Belopp,
Maximum Net Rate,Maximum Netto Pris,
Maximum Payment Amount,Maximum Betalning Belopp,
Maximum Use,Maximum Användning,
Maximum Value,Maximum Värde,
Maximum sample quantity that can be retained,Maximum Prov Kvantitet som kan behållas,
Medium,Medium,
Mention if non-standard Receivable account,Ange om ej Standard Fordring Konto,
Mention if non-standard payable account,Ange om ej Standard Skuld Konto,
Mention if non-standard receivable account applicable,Ange om ej Standard Fordring Konto tillämpas,
Merge Invoices Based On,Slå Samman Faktura Baserad På,
Merge Similar Account Heads,Slå Samman Liknande Konto Poster,
Merged,Sammanslagen,
Message,Meddelande,
Message Examples,Meddelande Exempel,
Message for Supplier,Meddelande för Leverantör,
Message to show,Meddelande att visa,
Message will be sent to the users to get their status on the Project,Meddelande kommer att skickas till användarna för att få deras status per Projekt,
Messages greater than 160 characters will be split into multiple messages,Meddelande som är längre än 160 tecken delas in i flera meddelande,
Middle Name,Mellannamn,
Min Amount,Minimum Belopp,
Min Amt,Minimum Belopp,
Min Grade,Minimum Betyg,
Min Order Qty,Minimum Order Kvantitet,
Min Qty,Minimum Kvantitet,
Min Qty (As Per Stock UOM),Minimum Kvantitet (per Lager Enhet),
Minimum Invoice Amount,Minimum Faktura Belopp,
Minimum Net Rate,Minimum Netto Pris,
Minimum Order Qty,Minimum Order Kvantitet,
Minimum Order Quantity,Minimum Kvantitet,
Minimum Payment Amount,Minimum Betalning Belopp,
Minimum Total Spent,Minimum Totalt Spenderat,
Minimum Value,Mimimum Värde,
Minimum quantity should be as per Stock UOM,Minumum Kvantitet ska vara per Lager Enhet,
Minute,Minut,
Minutes,Minuter,
Mixed Conditions,Blandade Villkor,
Mobile,Mobil,
Mobile No,Mobil Nummer,
Mode of Payment,Betalning Sätt,
Mode of Payment Account,Betalning Sätt Konto,
Model,Modell,
Modes of Payment,Betalning Sätt,
Module (for Export),Modul (för Export),
Monday,Måndag,
Monitor for Last 'X' days,"Övervakning för senaste ""X"" dagar",
Monitoring Frequency,Övervakning Intervall,
Month,Månad,
Month(s) after the end of the invoice month,Månad(er) efter Faktura Månad slut,
Monthly,Månadsvis,
Monthly Distribution,Fördelning per Månad,
Monthly Distribution Percentage,Procentuell Fördelning per Månad,
Monthly Distribution Percentages,Procentuell Fördelning per Månad,
Monthly Rate,Pris per Månad,
Monthly Sales Target,Försäljning Mål per Månad,
Months,Månader,
More Info,Extra Information,
More Information,Mer Information,
More/Less than 12 months.,Mer/Mindre än 12 månader.,
Moving Average,MA,
Multi Currency,Valuta,
Multiple Tier Program,Fler Nivå Program,
Must be Whole Number,Måste vara Heltal,
Must be a publicly accessible Google Sheets URL and adding Bank Account column is necessary for importing via Google Sheets,Måste vara publik tillgänglig URL för Google Sheets och det är nödvändigt att lägga till Bank Konto Kolumn att importera via Google Sheets,
Mute Email,Dämpa E-post,
N/A,N/A,
Name,Namn,
Name and Employee ID,Namn och Anställning ID,
Name of Beneficiary,Namn på Förmånstagare,
Name of the Monthly Distribution,Namn på Fördelning per Månad,
Named Place,Namngiven Plats,
Naming Series,Namngivning Serie,
Naming Series Prefix,Namngivning Serie Prefix,
Naming Series and Price Defaults,Namngivning Serie & Pris Standard,
Natural Gas,Naturgas,
Net Amount,Netto Belopp,
Net Amount (Company Currency),Netto Belopp (Bolag Valuta),
Net Hour Rate,Netto Timpris,
Net Purchase Amount,Netto Inköp Belopp,
Net Rate,Netto Pris,
Net Rate (Company Currency),Netto Pris (Bolag Valuta),
Net Total,Netto Totalt,
Net Total (Company Currency),Netto Totalt (Bolag Valuta),
Net Weight,Netto Vikt,
Net Weight UOM,Netto Vikt Enhet,
New Asset Value,Ny Tillgång Värde,
New BOM,Ny Stycklista,
New Balance In Account Currency,Ny Saldo i Konto Valuta,
