Likes,Lajkovanja,
Limit timeslot for Stock Reposting,Limitiraj vremenski termin za ponovnu obradu zaliha,
Limited to 12 characters,Ograničeno na 12 karaktera,
Limits don't apply on,Ograničenja se ne primenjuju na,
Line Reference,Referenca reda,
Line spacing for amount in words,Razmak između redova za slovnu oznaku,
Link,Link,
Link Options,Opcije povezivanja,
Link existing Quality Procedure.,Poveži postojeći postupak kvaliteta.,
Linked Documents,Povezani dokumenti,
Linked Invoices,Povezani računi,
Linked Location,Povezana lokacija,
Links,Linkovi,
List items that form the package.,Lista stavki koje čine paket.,
Load All Criteria,Učitaj sve kriterijume,
Loan,Zajam,
Loan End Date,Datum završetka zajma,
Loan Period (Days),Period zajma (dani),
Loan Start Date,Datum početka zajma,
Location,Lokacija,
Location Details,Detalji o lokaciji,
Location Name,Naziv lokacije,
Locked,Zaključano,
Log Entries,Evidencija unosa,
Log the selling and buying rate of an Item,Zabeleži prodajnu i nabavnu cenu stavke,
Logo,Logotip,
Longitude,Geografska dužina,
Lost,Izgubljeno,
Lost Opportunity,Izgubljena prilika,
Lost Quotation,Izgubljena ponuda,
Lost Quotations,Izgubljene ponude,
Lost Reason,Razlog gubitka,
Lost Reason Detail,Detalji o razlogu gubitka,
Lost Reasons,Razlozi gubitka,
Low,Nizak,
Lower Deduction Certificate,Akt o smanjenju poreza,
Loyalty Amount,Iznos lojalnosti,
Loyalty Point Entry,Unos poena lojalnosti,
Loyalty Point Entry Redemption,Unos iskorišćenja poena lojalnosti,
Loyalty Points,Poeni lojalnosti,
Loyalty Points Redemption,Iskorišćenje poena lojalnosti,
Loyalty Program,Program lojalnosti,
Loyalty Program Collection,Kolekcija programa lojalnosti,
Loyalty Program Help,Pomoć za program lojalnosti,
Loyalty Program Name,Naziv programa lojalnosti,
Loyalty Program Tier,Nivo programa lojalnosti,
Loyalty Program Type,Vrsta programa lojalnosti,
MPS,Master plan proizvodnje,
MPS Generated,Master plan proizvodnje je generisan,
Machine malfunction,Kvar mašine,
Machine operator errors,Greške operatera mašine,
Main Cost Center,Glavni troškovni centar,
Main Item Code,Glavna šifra stavke,
Maintain Same Rate Throughout Internal Transaction,Održavaj istu stopu tokom interne transakcije,
Maintain Same Rate Throughout the Purchase Cycle,Održavati istu cenu tokom celog ciklusa nabavke,
Maintain Stock,Održavaj stanje zaliha,
Maintenance,Održavanje,
Maintenance Date,Datum održavanja,
Maintenance Details,Detalji održavanja,
Maintenance Manager,Menadžer održavanja,
Maintenance Manager Name,Ime menadžera održavanja,
Maintenance Required,Potrebno održavanje,
Maintenance Role,Uloga održavanja,
Maintenance Schedule,Raspored održavanja,
Maintenance Schedule Detail,Detalji rasporeda održavanja,
Maintenance Schedule Item,Stavka rasporeda održavanja,
Maintenance Schedules,Raspored održavanja,
Maintenance Status,Status održavanja,
Maintenance Task,Zadatak održavanja,
Maintenance Tasks,Zadaci održavanja,
Maintenance Team,Tim za održavanje,
Maintenance Team Member,Član tima za održavanje,
Maintenance Team Members,Članovi tima za održavanje,
Maintenance Team Name,Naziv tima za održavanje,
Maintenance Time,Vreme održavanja,
Maintenance Type,Vrsta održavanja,
Maintenance User,Korisnik održavanja,
Maintenance Visit,Poseta održavanja,
Maintenance Visit Purpose,Svrha posete održavanja,
Major/Optional Subjects,Obavezni/Izborni predmeti,
Make,Napraviti,
Make Depreciation Entry,Napravi unos amortizacije,
Make Difference Entry,Napravi unos razlike,
Make Payment via Journal Entry,Napravi uplatu putem naloga knjiženja,
Make Sales Invoice,Napravi izlaznu fakturu,
Make Serial No / Batch from Work Order,Napravi broj serije / šaržu iz radnog naloga,
Manage cost of operations,Upravljaj troškovima operacija,
Mandatory,Obavezno,
Mandatory Depends On,Obavezno zavisi od,
Mandatory For Balance Sheet,Obavezno za bilans stanja,
Mandatory For Profit and Loss Account,Obavezno za račun bilansa uspeha,
Mandatory Section,Obavezni odeljak,
Manual,Ručno,
Manual Inspection,Ručna inspekcija,
Manufacture,Proizvodnja,
Manufacture against Material Request,Proizvodnja prema zahtevu za nabavku,
Manufactured Qty,Proizvedena količina,
Manufacturer,Proizvođač,
Manufacturer Part Number,Broj dela proizvođača,
Manufacturers used in Items,Proizvođači korišćeni u stavkama,
Manufacturing,Proizvodnja,
Manufacturing BOM,Proizvodna sastavnica,
Manufacturing Date,Datum proizvodnje,
Manufacturing Manager,Menadžer proizvodnje,
Manufacturing Section,Odeljak proizvodnje,
Manufacturing Settings,Podešavanje proizvodnje,
Manufacturing Time,Vreme proizvodnje,
Manufacturing Type,Vrsta proizvodnje,
Manufacturing User,Korisnik proizvodnje,
Margin,Marža,
Margin Money,Marža novca,
Margin Rate or Amount,Stopa ili iznos marže,
Margin Type,Vrsta marže,
Marital Status,Bračni status,
Market Segment,Tržišni segment,
Married,Oženjen/Udata,
Mask,Maska,
Master Production Schedule,Master plan proizvodnje,
Master Production Schedule Item,Stavka master plana proizvodnje,
Material Consumption for Manufacture,Potrošnja materijala za proizvodnju,
Material Issue,Izdavanje materijala,
Material Receipt,Prijemnica materijala,
Material Request,Zahtev za nabavku,
Material Request Date,Datum zahteva za nabavku,
Material Request Detail,Detalji zahteva za nabavku,
Material Request Item,Stavka zahteva za nabavku,
Material Request Plan Item,Planirana stavka zahteva za nabavku,
Material Request Type,Vrsta zahteva za nabavku,
Material Request used to make this Stock Entry,Zahtev za nabavku korišćen za ovaj unos zaliha,
Material Requested,Zatraženi materijal,
Material Requests,Zahtevi za nabavku,
Material Requests for which Supplier Quotations are not created,Zahtevi za nabavku za koje ponude dobavljača nisu kreirane,
Material Requirements Planning Report,Izveštaj o planiranju potreba za materijalom,
Material Transfer,Prenos materijala,
Material Transfer for Manufacture,Prenos materijala za proizvodnju,
Material Transferred,Materijal premešten,
Material Transferred for Manufacture,Materijal premešten za proizvodnju,
Material Transferred for Manufacturing,Materijal premešten za proizvodni proces,
Material Transferred for Subcontract,Materijal premešten za podugovaranje,
Max Amount,Maksimalni iznos,
Max Amt,Maksimalni iznos,
Max Discount (%),Maksimalni popust (%),
Max Grade,Maksimalni nivo,
Max Producible Qty,Maksimalna količina koja se može proizvesti,
Max Qty,Maksimalna količina,
Max Qty (As Per Stock UOM),Maksimalna količina (prema jedinici mere zaliha),
Max Sample Quantity,Maksimalna količina uzoraka,
Max Score,Maksimalni rezultat,
Maximum Invoice Amount,Maksimalni iznos fakture,
Maximum Net Rate,Maksimalna neto stopa,
Maximum Payment Amount,Maksimalni iznos plaćanja,
Maximum Use,Maksimalna upotreba,
Maximum Value,Maksimalna vrednost,
Maximum sample quantity that can be retained,Maksimalna količina uzoraka koja može biti zadržana,
Medium,Srednje,
Mention if non-standard Receivable account,Navesti ukoliko se koristi nestandardni račun potraživanja,
Mention if non-standard payable account,Navesti ukoliko se koristi nestandardni račun obaveza,
Mention if non-standard receivable account applicable,Navesti ukoliko se primenjuje nestandardni račun potraživanja,
Merge Invoices Based On,Spoji fakture na osnovu,
Merge Similar Account Heads,Spoji slične analitičke račune,
Merged,Spojeno,
Message,Poruka,
Message Examples,Primeri poruka,
Message for Supplier,Poruka za dobavljača,
Message to show,Poruka za prikaz,
Message will be sent to the users to get their status on the Project,Poruka će biti poslata korisnicima radi dobijanja statusa projekta,
Messages greater than 160 characters will be split into multiple messages,Poruke duže od 160 karaktera biće podeljene u više poruka,
Middle Name,Srednje ime,
Min Amount,Minimalni iznos,
Min Amt,Minimalni iznos,
Min Grade,Minimalna ocena,
Min Order Qty,Minimalna količina za porudžbinu,
Min Qty,Minimalna količina,
Min Qty (As Per Stock UOM),Minimalna količina (u skladu sa osnovnom jedinicom mera zaliha),
Minimum Invoice Amount,Minimalni iznos fakture,
Minimum Net Rate,Minimalna neto cena,
Minimum Order Qty,Minimalna količina za narudžbinu,
Minimum Order Quantity,Minimalna količina za narudžbinu,
Minimum Payment Amount,Minimalni iznos za uplatu,
Minimum Total Spent,Minimalni ukupni trošak,
Minimum Value,Minimalna vrednost,
Minimum quantity should be as per Stock UOM,Minimalna količina treba da bude u skladu sa osnovnom jedinicom mere zaliha,
Minute,Minut,
Minutes,Minuti,
Mixed Conditions,Pomešani uslovi,
Mobile,Mobilni,
Mobile No,Broj mobilnog telefona,
Mode of Payment,Način plaćanja,
Mode of Payment Account,Račun za način plaćanja,
Model,Model,
Modes of Payment,Načini plaćanja,
Module (for Export),Modul (za izvoz),
Monday,Ponedeljak,
Monitor for Last 'X' days,Praćenje za poslednjih 'X' dana,
Monitoring Frequency,Frekvencija praćenja,
Month,Mesec,
Month(s) after the end of the invoice month,Mesec(i) nakon završetka meseca fakturisanja,
Monthly,Mesečno,
Monthly Distribution,Mesečna distribucija,
Monthly Distribution Percentage,Procenti mesečne distribucije,
Monthly Distribution Percentages,Procenti mesečne distribucije,
Monthly Rate,Mesečna cena,
Monthly Sales Target,Mesečni cilj prodaje,
Months,Meseci,
More Info,Više informacija,
More Information,Više informacija,
More/Less than 12 months.,Više/manje od 12 meseci.,
Moving Average,Prosečna vrednost,
Multi Currency,Više valuta,
Multiple Tier Program,Program sa više nivoa,
Must be Whole Number,Mora biti ceo broj,
Must be a publicly accessible Google Sheets URL and adding Bank Account column is necessary for importing via Google Sheets,Mora biti javno dostupan URL Google Sheets-a i potrebno je dodati kolonu za broj tekućeg računa za uvoz putem Google Sheets-a,
Mute Email,Isključi obaveštenja putem imejla,
N/A,Nije primenljivo,
Name,Naziv,
Name and Employee ID,Ime i ID zaposlenog lica,
Name of Beneficiary,Ime korisnika,
Name of the Monthly Distribution,Naziv mesečne distribucije,
Named Place,Nazvano mesto,
Naming Series,Serija imenovanja,
Naming Series Prefix,Prefiks serije imenovanja,
Naming Series and Price Defaults,Serija imenovanja i podrazumevane cene,
Natural Gas,Prirodni gas,
Net Amount,Neto iznos,
Net Amount (Company Currency),Neto iznos (valuta kompanije),
Net Hour Rate,Neto satnica,
Net Purchase Amount,Neto iznos nabavke,
Net Rate,Neto cena,
Net Rate (Company Currency),Neto cena (valuta kompanije),
Net Total,Neto ukupno,
Net Total (Company Currency),Neto ukupno (valuta kompanije),
Net Weight,Neto težina,
Net Weight UOM,Jedinica mere neto težine,
New Asset Value,Nova vrednost imovine,
New BOM,Nova sastavnica,
New Balance In Account Currency,Novo stanje u valuti računa,
New Balance In Base Currency,Novo stanje u osnovnoj valuti,
New Exchange Rate,Novi devizni kurs,
New Expenses,Novi rashodi,
New Income,Novi prihod,
New Purchase Invoice,Nova ulazna faktura,
New Purchase Orders,Nova nabavna porudžbina,
New Quotations,Nove ponude,
New Sales Invoice,Nova izlazna faktura,
New Sales Orders,Nove prodajne porudžbine,
New Workplace,Novo radno mesto,
New invoices will be generated as per schedule even if current invoices are unpaid or past due date,"Nove fakture će biti generisane prema rasporedu, iako trenutne fakture nisu plaćene ili je prošao datum dospeća",
Next Depreciation Date,Sledeći datum amortizacije,
Next Due Date,Sledeći datum dospeća,
Next email will be sent on:,Sledeći imejl će biti poslat na:,
No,Ne,
No Answer,Nema odgovora,
No of Docs,Broj dokumenata,
No of Employees,Broj zaposlenih lica,
No of Months (Expense),Broj meseci (rashodi),
No of Months (Revenue),Broj meseci (prihodi),
No of Parallel Reposting (Per Item),Broj paralelnih ponovnih knjiženja (po stavci),
No of Shares,Broj udela,
No of Shift,Broj smena,
No of Units Produced,Broj proizvedenih jedinica,
No of Visits,Broj poseta,
No of Workstations,Broj radnih stanica,
No stock transactions can be created or modified before this date.,Nije pronađena transakcija zaliha koja može biti kreirana ili izmenjena pre ovog datuma.,
No. of Employees,Broj zaposlenih lica,
Non Conformance,Neusaglašenost,
Non Depreciable Category,Kategorija nepodložna amortizaciji,
None,Nijednom,
Not Applicable,Nije primenjivo,
Not Billed,Nije fakturisano,
Not Delivered,Nije isporučeno,
Not Initiated,Nije započeto,
Not Requested,Nije zatraženo,
Not Started,Nije započeto,
Note,Napomena,
Note: Email will not be sent to disabled users,Napomena: Imejl neće biti poslat onemogućenim korisnicima,
Notes,Napomene,
Notes HTML,HTML Napomene,
Notice (days),Obaveštenje (dani),
Notify Employee,Obavestite zaposleno lice,
Notify Other,Obavestite druge,
Notify Reposting Error to Role,Obavestite specifičnu ulogu o grešci koja se odnosi na ponovnu obradu,
Notify Supplier,Obavestite dobavljača,
Notify Via Email,Obavestite putem imejla,
Notify by Email on Creation of Automatic Material Request,Pošalji obaveštenje putem imejla prilikom kreiranja automatskog zahteva za nabavku,
Notify customer and agent via email on the day of the appointment.,Obavestite kupca i agenta putem imejla na dan sastanka.,
Number of Concurrent Appointments,Broj simultanih sastanaka,
Number of Days,Broj dana,
Number of Weeks / Months,Broj nedelja / meseci,
Number of days after invoice date has elapsed before canceling subscription or marking subscription as unpaid,Broj dana nakon datuma izdavanja fakture pre nego što se pretplata otkaže ili označi kao neizmirena,
Number of days appointments can be booked in advance,Broj dana kada se može unapred zakazati sastanak,
Number of days that the subscriber has to pay invoices generated by this subscription,Broj dana koji pretplatnik ima da plati fakture generisane ovom pretplatom,
"Number of intervals for the interval field e.g if Interval is 'Days' and Billing Interval Count is 3, invoices will be generated every 3 days","Broj intervala za polje interval, npr. ukoliko je interval 'Dani' i broj intervala naplate je 3, fakture će biti generisane svaka 3 dana",
Numeric,Numerički,
Numeric Inspection,Numerički pregled,
Numeric Values,Numeričke vrednosti,
O+,O+,
O-,O-,
Objective,Cilj,
Objectives,Ciljevi,
Odometer Value (Last),Vrednost odometra (poslednja),
Off,Isključeno,
Offer Date,Datum ponude,
Offsetting Account,Račun za izmirenje,
Old Parent,Matična grupa,
Oldest Of Invoice Or Advance,Najraniji datum između fakture i avansa,
On Hold,Na čekanju,
On Hold Since,Na čekanju od,
On Item Quantity,Na količinu stavki,
On Net Total,Na neto ukupno,
On Paid Amount,Na plaćeni iznos,
On Previous Row Amount,Na iznos prethodnog reda,
On Previous Row Total,Na ukupan iznos prethodnog reda,
On enabling this cancellation entries will be posted on the actual cancellation date and reports will consider cancelled entries as well,"Omogućavanjem ove opcije, unosi za otkazivanje biće postavljeni na stvari datum otkazivanja, a izveštaji će takođe razmatrati otkazane unose",
"On save, the Excluded Fee will be converted to an Included Fee.","Prilikom čuvanja, isključena naknada će biti pretvorena u uključenu naknadu.",
"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.","Prilikom podnošenja transakcije zaliha, sistem će automatski kreirati paket serije i šarže na osnovu polja broj serije / šarže.",
On-machine press checks,Provere na mašini,
"Once set, this invoice will be on hold till the set date","Kada je postavljeno, ova faktura će biti na čekanju do ponovljenog datuma",
Ongoing,U toku,
Only 'Payment Entries' made against this advance account are supported.,Podržani su samo 'Unosi plaćanja' koji su napravljeni protiv ovog avansnog računa.,
Only Deduct Tax On Excess Amount ,Izvrši samo odbitak poreza na višak iznosa ,
Only Include Allocated Payments,Uključi samo raspoređene uplate,
Only applies for Normal Payments,Odnosi se samo na normalne uplate,
Only leaf nodes are allowed in transaction,Samo su nezavisni čvorovi dozvoljeni u transakcijama,
Only show Customer of these Customer Groups,Prikaži samo kupce iz ovih grupa kupaca,
Only show Items from these Item Groups,Prikaži samo stavke iz ovih grupa stavki,
Only to be used for Subcontracting Inward.,Koristiti samo za prijem iz podugovaranja.,
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","Dozvoljeno su samo vrednosti između [0,1). Kao što su {0,00, 0,04, 0,09, ...}
Na primer: Ukoliko je odobrenje postavljeno na 0,07, računi koji imaju stanje od 0,07 u bilo kojoj valuti biće smatrati za račune sa nultim stanjem",
Open,Otvoreno,
Open Activities HTML,Otvorene HTML aktivnosti,
Open Issues,Otvoreni problemi,
Open Notifications,Otvorene ponude,
Open Orders,Otvorene porudžbine,
Open Projects,Otvoreni projekti,
Open Quotations,Otvorene ponude,
Open To Do,Otvorena lista za obaviti,
Open Work Orders,Otvoreni radni nalozi,
Opening Accumulated Depreciation,Početna akumulirana amortizacija,
Opening Amount,Početni iznos,
Opening Balance,Početno stanje,
"Opening Balance = Start of period, Closing Balance = End of period, Period Movement = Net change during period","Početno stanje = početak perioda, završno stanje = kraj perioda, kretanje u periodu = neto promena tokom perioda",
Opening Balance Details,Detalji početnog stanja,
Opening Balances,Početna stanja,
Opening Date,Početni datum,
Opening Entry,Unos početnog stanja,
Opening Invoice Creation Tool,Alat za kreiranje početne fakture,
Opening Invoice Creation Tool Item,Stavka alata za kreiranje početne fakture,
Opening Number of Booked Depreciations,Broj unetih amortizacija,
Opening Stock,Početni lager,
Opening Time,Početno vreme,
Operating Component,Operativna komponenta,
Operating Components Cost,Trošak operativnih komponenti,
Operating Cost,Operativni trošak,
Operating Cost (Company Currency),Operativni trošak (valuta kompanije),
Operating Cost Per BOM Quantity,Operativni trošak prema količini u sastavnici,
Operating Cost(Company Currency),Operativni trošak (valuta kompanije),
Operating Costs,Operativni troškovi,
Operating Costs (Per Hour),Operativni troškovi (po času),
Operation,Operacija,
Operation & Materials,Operacija i materijali,
Operation Cost,Trošak operacije,
Operation Description,Opis operacije,
Operation ID,ID operacije,
Operation Row ID,ID reda operacije,
Operation Row Id,ID reda operacije,
Operation Row Number,Broj reda operacije,
Operation Time,Vreme operacije,
Operation completed for how many finished goods?,Za koliko gotovih proizvoda je operacija završena?,
Operation time does not depend on quantity to produce,Vreme operacije ne zavisi od količine za proizvodnju,
Operations,Operacije,
Operations Routing,Raspored operacija,
Operator,Operator,
Opportunities,Prilike,
Opportunity,Prilika,
Opportunity Amount,Iznos prilike,
Opportunity Amount (Company Currency),Iznos prilike (valuta kompanije),
Opportunity Date,Datum prilike,
Opportunity From,Prilika od,
Opportunity Item,Stavka prilike,
Opportunity Lost Reason,Razlog gubitka prilike,
Opportunity Lost Reason Detail,Detalji razloga gubitka prilike,
Opportunity Owner,Vlasnik prilike,
Opportunity Summary by Sales Stage,Rezime prilika po fazama prodaje,
Opportunity Type,Vrsta prilike,
Opportunity Value,Vrednost prilike,
Optimize Route,Optimizuj rutu,
Options,Opcije,
Orange,Narandžasta,
Order Confirmation Date,Datum potvrde narudžbine,
Order Confirmation No,Broj potvrde narudžbine,
Order Date,Datum narudžbine,
Order Information,Informacije o narudžbini,
Order No,Narudžbina broj,
Order Status,Status narudžbine,
Order Type,Vrsta narudžbine,
Ordered,Naručeno,
Ordered Qty,Naručena količina,
Ordered Quantity,Naručena količina,
Organization,Organizacija,
Organization Name,Naziv organizacije,
Orientation,Orijentacija,
Original Item,Originalna stavka,
Other,Ostalo,
Other Details,Ostali detalji,
Other Info,Ostale informacije,
Other Settings,Ostala podešavanja,
Out of AMC,Nije obuhvaćeno godišnjim ugovorom o održavanju,
Out of Order,Van funkcije,
Out of Warranty,Van garancije,
Outgoing,Izlazni,
Outgoing Rate,Izlazna cena,
Outstanding,Neizmireno,
Outstanding (Company Currency),Neizmireno (valuta kompanije),
Outstanding Amount,Neizmireni iznos,
Outward,Izlazno,
Over Billing Allowance (%),Dozvola za fakturisanje preko limita (%),
Over Delivery/Receipt Allowance (%),Dozvola za prekoračenje isporuke/prijema (%),
Over Picking Allowance,Dozvola za preuzimanje viška,
Over Transfer Allowance,Dozvola za prekoračenje prenosa,
Over Transfer Allowance (%),Dozvola za prekoračenje prenosa (%),
Overdue,Prekoračeno,
Overdue Days,Dani kašnjenja,
Overdue Payment,Neizmirena uplata,
Overdue Payments,Neizmirene uplate,
Overdue and Discounted,Prekoračeno i sniženo,
Overproduction Percentage For Sales Order,Procenat prekomerne proizvodnje za prodajnu porudžbinu,
Overproduction Percentage For Work Order,Procenat prekomerne proizvodnje za radni nalog,
Overproduction for Sales and Work Order,Prekomerna proizvodnja za prodaju i radni nalog,
Overview,Pregled,
Owned,Vlasništvo,
P&L Closing Balance,Završno stanje bilansa uspeha,
PAN No,PIB,
PCV,Dokument za zatvaranje perioda,
PDF Name,Naziv PDF,
PIN,PIN (broj identifikacije proizvoda),
PO Supplied Item,Nabavljene stavke putem narudžbenice,
POS Additional Fields,Dodatna polja za maloprodaju,
POS Closing Entry,Unos zatvaranja maloprodaje,
POS Closing Entry Detail,Detalji unosa zatvaranja maloprodaje,
POS Closing Entry Taxes,Porezi pri unosu zatvaranja maloprodaje,
POS Customer Group,Grupa kupaca u maloprodaji,
POS Field,Polje u maloprodaji,
POS Invoice,Fiskalni račun,
POS Invoice Item,Stavka fiskalnog računa,
POS Invoice Merge Log,Evidencija spajanja fiskalnih računa,
POS Invoice Reference,Referenca fiskalnog računa,
POS Invoices,Fiskalni računi,
POS Item Group,Grupa stavki maloprodaje,
POS Opening Entry,Unos početnog stanja maloprodaje,
POS Opening Entry Detail,Detalji unosa početnog stanja maloprodaje,
POS Payment Method,Metod plaćanja u maloprodaji,
POS Profile,Profil maloprodaje,
POS Profile User,Korisnik maloprodaje,
POS Register,Registar maloprodaje,
POS Search Fields,Polje za pretragu maloprodaje,
POS Settings,Podešavanja maloprodaje,
POS Transactions,Maloprodajne transakcije,
PSOA Cost Center,PSOA Troškovni centar,
PSOA Project,PSOA projekat,
PZN,PZN,
Package Weight Details,Detalji težine paketa,
Packed Item,Upakovana stavka,
Packed Items,Upakovane stavke,
Packed Qty,Upakovana količina,
Packing List,Lista pakovanja,
Packing Slip,Dokument liste pakovanja,
Packing Slip Item,Stavka na dokumentu liste pakovanja,
Packing Unit,Jedinica pakovanja,
Page Break,Prelom stranice,
Page Break After Each SoA,Prelom stranice nakon svake Izjave o stanju,
Paid,Plaćeno,
Paid Amount,Plaćeni iznos,
Paid Amount (Company Currency),Plaćeni iznos (valuta kompanije),
Paid Amount After Tax,Plaćeni iznos nakon poreza,
Paid Amount After Tax (Company Currency),Plaćeni iznos nakon poreza (valuta kompanije),
Paid From Account Type,Plaćeno sa vrste računa,
Paid To Account Type,Plaćeno na vrstu računa,
Pallets,Palete,
Parameter,Parametar,
Parameter Group,Grupa parametara,
Parameter Group Name,Naziv grupe parametara,
Parameter Name,Naziv parametra,
Parameters,Parametri,
Parcel Template,Šablon paketa,
Parcel Template Name,Naziv šablona paketa,
Parcels,Paketi,
Parent,Matični,
Parent Account,Matični račun,
Parent Batch,Matična šarža,
Parent Company,Matična kompanija,
Parent Cost Center,Matični troškovni centar,
Parent Customer Group,Matična grupa kupca,
Parent Department,Matično odeljenje,
Parent Detail docname,Matični detalji dokumenta,
Parent Document,Matični dokument,
Parent Item,Matična stavka,
Parent Item Group,Matična grupa stavki,
Parent Location,Matična lokacija,
Parent Procedure,Matična procedura,
Parent Row No,Matični redni broj,
Parent Sales Person,Matični prodavac,
Parent Supplier Group,Matična grupa dobavljača,
Parent Task,Matični zadatak,
Parent Territory,Matična teritorija,
Parent Warehouse,Matično skladište,
Partial Material Transferred,Delimično prenesen materijal,
Partial Success,Delimičan uspeh,
"Partial stock can be reserved. For example, If you have a Sales Order of 100 units and the Available Stock is 90 units then a Stock Reservation Entry will be created for 90 units. ","Delimične zalihe mogu biti rezervisane. Na primer, ukoliko imate prodajnu porudžbinu od 100 jedinica, a dostupne zalihe su 90 jedinica, biće kreiran unos rezervacije zaliha za 90 jedinica. ",
Partially Completed,Delimično završeno,
Partially Delivered,Delimično isporučeno,
Partially Depreciated,Delimično amortizovano,
Partially Fulfilled,Delimično ispunjeno,
Partially Ordered,Delimično naručeno,
Partially Paid,Delimično plaćeno,
Partially Received,Delimično primljeno,
Partially Reconciled,Delimično usklađeno,
Partially Reserved,Delimično rezervisano,
Partially Used,Delimično iskorišćeno,
Partly Billed,Delimično fakturisano,
Partly Delivered,Delimično isporučeno,
Partly Paid,Delimično plaćeno,
Partly Paid and Discounted,Delimično plaćeno sa popustom,
Partner Type,Vrsta partnera,
Partner website,Veb-sajt partnera,
Partnership,Partnerstvo,
Party,Stranka,
Party Account,Račun stranke,
Party Account Currency,Valuta računa stranke,
Party Account No. (Bank Statement),Broj računa stranke (Bankarski izvod),
Party Bank Account,Bankarski račun stranke,
Party Details,Detalji stranke,
Party Full Name,Pun naziv stranke,
Party IBAN (Bank Statement),IBAN stranke (Bankarski izvod),
Party Information,Informacije o stranci,
Party Item Code,Šifra stavke stranke,
Party Link,Link stranke,
Party Name,Naziv stranke,
Party Name/Account Holder (Bank Statement),Naziv stranke/Nosilac računa (Bankarski izvod),
Party Not Required,Stranka nije obavezna,
Party Specific Item,Specifična stavka stranke,
Party Type,Vrsta stranke,
Party User,Korisnik stranke,
Passed,Zadovoljava,
Passport Details,Podaci o pasošu,
Passport Number,Broj pasoša,
Path,Putanja,
Pause,Pauza,
Pause SLA On Status,Pauziran sporazum o nivou usluge u statusu,
Paused,Pauzirano,
Pay,Plati,
Pay To / Recd From,Plaćeno za / Primljeno od,
Payable,Plativ,
Payables,Obaveze,
Payer Settings,Podešavanje platioca,
Payment,Plaćanje,
Payment Account,Račun za plaćanje,
Payment Amount,Iznos plaćanja,
Payment Amount (Company Currency),Iznos plaćanja (valuta kompanije),
Payment Channel,Kanal plaćanja,
Payment Deductions or Loss,Odbitci ili gubitak plaćanja,
Payment Document,Dokument o plaćanju,
Payment Due Date,Datum dospeća plaćanja,
Payment Entries,Unosi plaćanja,
Payment Entry,Unos uplate,
Payment Entry Deduction,Odbitak od unosa uplate,
Payment Entry Reference,Referenca unosa uplate,
Payment From / To,Plaćeno od / Plaćeno za,
Payment Gateway,Platni portal,
Payment Gateway Account,Račun za platni portal,
Payment Gateway Details,Detalji platnog portala,
Payment Ledger,Evidencija uplata,
Payment Ledger Entry,Unos u evidenciju uplata,
Payment Limit,Ograničenje plaćanja,
Payment Methods,Metode plaćanja,
Payment Order,Nalog za plaćanje,
Payment Order Reference,Referenca naloga za plaćanje,
Payment Order Status,Status naloga za plaćanje,
Payment Order Type,Vrsta naloga za plaćanje,
Payment Ordered,Plaćanje naloženo,
Payment Period Based On Invoice Date,Period plaćanja na osnovu datuma izdavanja,
Payment Plan,Plan plaćanja,
Payment Reconciliation,Usklađivanje plaćanja,
Payment Reconciliation Allocation,Raspodela usklađivanja plaćanja,
Payment Reconciliation Invoice,Faktura usklađivanja plaćanja,
Payment Reconciliation Payment,Plaćanje u procesu usklađivanja plaćanja,
Payment Reconciliation Settings,Podešavanje usklađivanja plaćanja,
Payment Reference,Referenca plaćanja,
Payment References,Reference plaćanja,
Payment Request,Zahtev za naplatu,
Payment Request Outstanding,Neizmireni zahtev za naplatu,
Payment Request Type,Vrsta zahteva za naplatu,
Payment Schedule,Raspored plaćanja,
Payment Term,Uslov plaćanja,
Payment Term Name,Naziv uslova plaćanja,
Payment Term Outstanding,Neizmireni uslov plaćanja,
Payment Terms,Uslovi plaćanja,
Payment Terms Status for Sales Order,Status uslova plaćanja za prodajnu porudžbinu,
Payment Terms Template,Šablon uslova plaćanja,
Payment Terms Template Detail,Detalji šablona uslova plaćanja,
Payment Terms from orders will be fetched into the invoices as is,Uslovi plaćanja iz naloga biće dodeljeni fakturama u originalnom obliku,
Payment Type,Vrsta plaćanja,
Payment URL,URL plaćanja,
Payments,Plaćanja,
Payroll Entry,Unos obračuna zarade,
Payslip,Platna lista,
Pegged Against,Fiksno u odnosu na,
Pegged Currencies,Fiksne valute,
Pegged Currency Details,Detalji o fiksnoj valuti,
Pending,Na čekanju,
Pending Amount,Iznos na čekanju,
Pending Qty,Količina na čekanju,
Pending Review,Pregled na čekanju,
Pending SO Items For Purchase Request,Stavke prodajnog naloga za zahtev za nabavku na čekanju,
Per Day,Po danu,
"Per Day
Shift Time (In Hours) * No of Workstations * No of Shift",Vreme smene po danu (u satima) * broj radnih stanica * broj smena,
Per Month,Po mesecu,
Per Received,Po prijemu,
Per Transferred,Po transferu,
Per Unit Time in Mins,Po jedinici vremena u minutima,
Per Week,Po nedelji,
Per Year,Po godini,
Percent,Procenat,
Percentage,Procenat,
Percentage (%),Procenat (%),
